case_id,activity,lifecycle,resource,timestamp,amount,article,dismissal,expense,lastsent,matricola,notificationtype,paymentamount,points,totalpaymentamount,vehicleclass,activity_instance_id,.order
A10090,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,233,233
A10090,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,234
A10090,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,235
A10091,Create Fine,complete,541,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,236,236
A10091,Payment,complete,NA,2007-03-13,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,237,237
A10092,Create Fine,complete,541,2007-03-11,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,238,238
A10092,Payment,complete,NA,2007-03-11,NA,NA,NA,NA,NA,NA,NA,220,NA,22.0,NA,239,239
A10095,Create Fine,complete,541,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,240,240
A10095,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,241,241
A10095,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,242,242
A10095,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,243
A10095,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,244
A10097,Create Fine,complete,541,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,245,245
A10097,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,246,246
A10097,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,247,247
A10097,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,248
A10097,Payment,complete,NA,2007-09-21,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,249,249
A10099,Create Fine,complete,541,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,250,250
A10099,Payment,complete,NA,2007-03-22,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,251,251
A101,Create Fine,complete,541,2006-07-30,350,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,252,252
A101,Send Fine,complete,NA,2006-12-12,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,253,253
A10101,Create Fine,complete,557,2007-03-05,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,254,254
A10101,Send Fine,complete,NA,2007-06-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,255,255
A10101,Insert Fine Notification,complete,NA,2007-07-06,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,256,256
A10101,Add penalty,complete,NA,2007-09-04,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,257
A10101,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,258
A10102,Create Fine,complete,557,2007-03-05,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,259,259
A10102,Send Fine,complete,NA,2007-06-27,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,260,260
A10102,Insert Fine Notification,complete,NA,2007-07-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,261,261
A10102,Add penalty,complete,NA,2007-09-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,262
A10102,Insert Date Appeal to Prefecture,complete,NA,2007-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263
A10102,Send Appeal to Prefecture,complete,NA,2007-10-25,NA,NA,#,NA,NA,NA,NA,NA,NA,NA,NA,264,264
A10104,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,265,265
A10104,Payment,complete,NA,2007-03-06,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,266,266
A10106,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,267,267
A10106,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,268,268
A10106,Insert Fine Notification,complete,NA,2007-07-25,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,269,269
A10106,Add penalty,complete,NA,2007-09-23,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,270
A10106,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,271
A10107,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,272,272
A10107,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,273,273
A10107,Insert Fine Notification,complete,NA,2007-07-26,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,274,274
A10107,Insert Date Appeal to Prefecture,complete,NA,2007-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,275
A10107,Add penalty,complete,NA,2007-09-24,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,276
A10107,Send Appeal to Prefecture,complete,NA,2007-09-24,NA,NA,#,NA,NA,NA,NA,NA,NA,NA,NA,277,277
A10108,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,278,278
A10108,Payment,complete,NA,2007-03-23,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,279,279
A10109,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,280,280
A10109,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,281,281
A10112,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,282,282
A10112,Payment,complete,NA,2007-03-15,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,283,283
A10113,Create Fine,complete,557,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,284,284
A10113,Payment,complete,NA,2007-03-07,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,285,285
A10115,Create Fine,complete,557,2007-03-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,286,286
A10115,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,287,287
A10115,Insert Fine Notification,complete,NA,2007-08-03,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,288,288
A10115,Add penalty,complete,NA,2007-10-02,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,289
A10115,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,290
A10117,Create Fine,complete,557,2007-03-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,291,291
A10117,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,292,292
A10118,Create Fine,complete,557,2007-03-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,293,293
A10118,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,294,294
A10119,Create Fine,complete,557,2007-03-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,295,295
A10119,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,296,296
A10120,Create Fine,complete,557,2007-03-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,297,297
A10120,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,298,298
A10120,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,299,299
A10120,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300
A10120,Payment,complete,NA,2007-09-25,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,301,301
A10120,Payment,complete,NA,2007-11-05,NA,NA,NA,NA,NA,NA,NA,380,NA,87.0,NA,302,302
A10121,Create Fine,complete,557,2007-03-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,303,303
A10121,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,304,304
A10121,Insert Fine Notification,complete,NA,2007-07-25,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,305,305
A10121,Add penalty,complete,NA,2007-09-23,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,306
A10121,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,307
A10122,Create Fine,complete,557,2007-03-09,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,308,308
A10122,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,309,309
A10122,Insert Fine Notification,complete,NA,2007-08-02,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,310,310
A10122,Add penalty,complete,NA,2007-10-01,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,311
A10122,Payment,complete,NA,2008-09-25,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,312,312
A10124,Create Fine,complete,557,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,313,313
A10124,Payment,complete,NA,2007-03-13,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,314,314
A10125,Create Fine,complete,557,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,315,315
A10125,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,316,316
A10125,Insert Fine Notification,complete,NA,2007-07-26,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,317,317
A10125,Insert Date Appeal to Prefecture,complete,NA,2007-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,318
A10125,Payment,complete,NA,2007-09-14,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,319,319
A10125,Add penalty,complete,NA,2007-09-24,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,320
A10125,Send Appeal to Prefecture,complete,NA,2007-09-24,NA,NA,NIL,NA,NA,NA,NA,NA,NA,NA,NA,321,321
A10126,Create Fine,complete,557,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,322,322
A10126,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,323,323
A10126,Insert Fine Notification,complete,NA,2007-08-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,324,324
A10126,Add penalty,complete,NA,2007-10-04,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,325
A10126,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,326
A10127,Create Fine,complete,557,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,327,327
A10127,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,328,328
A10127,Insert Fine Notification,complete,NA,2007-08-05,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,329,329
A10127,Add penalty,complete,NA,2007-10-04,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,330
A10127,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,331
A1013,Create Fine,complete,550,2006-09-07,210,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,332,332
A1013,Send Fine,complete,NA,2006-12-15,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,333,333
A1013,Insert Fine Notification,complete,NA,2007-01-06,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,334,334
A1013,Add penalty,complete,NA,2007-03-07,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,335
A1013,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,336
A10130,Create Fine,complete,557,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,337,337
A10130,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,338,338
A10130,Insert Fine Notification,complete,NA,2007-07-25,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,339,339
A10130,Add penalty,complete,NA,2007-09-23,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,340
A10130,Payment,complete,NA,2008-10-31,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,341,341
A10131,Create Fine,complete,557,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,342,342
A10131,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,343,343
A10131,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,344,344
A10131,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,345
A10131,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346
A10137,Create Fine,complete,557,2007-03-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,347,347
A10137,Payment,complete,NA,2007-03-12,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,348,348
A10138,Create Fine,complete,557,2007-03-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,349,349
A10138,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,350,350
A10138,Insert Fine Notification,complete,NA,2007-07-26,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,351,351
A10138,Add penalty,complete,NA,2007-09-24,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,352
A10138,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,353
A10139,Create Fine,complete,557,2007-03-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,354,354
A10139,Send Fine,complete,NA,2007-08-02,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,355,355
A10139,Insert Fine Notification,complete,NA,2007-08-09,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,356,356
A10139,Add penalty,complete,NA,2007-10-08,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,357
A10139,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,358
A1014,Create Fine,complete,550,2006-09-08,210,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,359,359
A1014,Send Fine,complete,NA,2006-12-29,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,360,360
A1014,Insert Fine Notification,complete,NA,2007-01-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,361,361
A1014,Add penalty,complete,NA,2007-03-20,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,362
A1014,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,363
A10140,Create Fine,complete,557,2007-03-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,364,364
A10140,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,365,365
A10140,Insert Fine Notification,complete,NA,2007-07-24,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,366,366
A10140,Add penalty,complete,NA,2007-09-22,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,367
A10140,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,368
A10141,Create Fine,complete,557,2007-03-12,740,158,NIL,NA,NA,NA,NA,NA,2,0.0,A,369,369
A10141,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,370,370
A10141,Insert Fine Notification,complete,NA,2007-07-26,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,371,371
A10141,Add penalty,complete,NA,2007-09-24,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,372
A10141,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,373
A10143,Create Fine,complete,557,2007-03-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,374,374
A10143,Payment,complete,NA,2007-03-12,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,375,375
A10144,Create Fine,complete,557,2007-03-12,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,376,376
A10144,Payment,complete,NA,2007-03-17,NA,NA,NA,NA,NA,NA,NA,220,NA,22.0,NA,377,377
A10147,Create Fine,complete,557,2007-03-13,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,378,378
A10147,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,379,379
A10147,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,380,380
A10147,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,381
A10147,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,382
A10150,Create Fine,complete,557,2007-03-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,383,383
A10150,Payment,complete,NA,2007-03-19,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,384,384
A10151,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,385,385
A10151,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,386,386
A10151,Insert Fine Notification,complete,NA,2007-08-04,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,387,387
A10151,Add penalty,complete,NA,2007-10-03,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,388
A10151,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,389
A10152,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,390,390
A10152,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,391,391
A10152,Insert Fine Notification,complete,NA,2007-07-25,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,392,392
A10152,Add penalty,complete,NA,2007-09-23,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,393
A10152,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,394
A10153,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,395,395
A10153,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,396,396
A10153,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,397,397
A10153,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,398
A10153,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,399
A10154,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,400,400
A10154,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,401,401
A10154,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,402,402
A10154,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,403
A10154,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,404
A10156,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,405,405
A10156,Payment,complete,NA,2007-03-07,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,406,406
A10157,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,407,407
A10157,Payment,complete,NA,2007-04-13,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,408,408
A10158,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,409,409
A10158,Payment,complete,NA,2007-03-07,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,410,410
A10159,Create Fine,complete,558,2007-03-06,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,411,411
A10159,Payment,complete,NA,2007-03-07,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,412,412
A1016,Create Fine,complete,550,2006-09-11,210,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,413,413
A1016,Send Fine,complete,NA,2006-12-29,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,414,414
A10161,Create Fine,complete,558,2007-03-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,415,415
A10161,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,416,416
A10161,Insert Fine Notification,complete,NA,2007-07-23,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,417,417
A10161,Add penalty,complete,NA,2007-09-21,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,418
A10161,Payment,complete,NA,2008-10-15,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,419,419
A10162,Create Fine,complete,558,2007-03-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,420,420
A10162,Payment,complete,NA,2007-03-12,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,421,421
A10163,Create Fine,complete,558,2007-03-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,422,422
A10163,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,423,423
A10164,Create Fine,complete,558,2007-03-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,424,424
A10164,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,425,425
A10164,Insert Fine Notification,complete,NA,2007-08-13,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,426,426
A10164,Add penalty,complete,NA,2007-10-12,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,427
A10164,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,428
A10165,Create Fine,complete,558,2007-03-09,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,429,429
A10165,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,430,430
A10165,Insert Fine Notification,complete,NA,2007-08-02,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,431,431
A10165,Add penalty,complete,NA,2007-10-01,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,432
A10165,Payment,complete,NA,2008-01-21,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,433,433
A10165,Payment,complete,NA,2008-10-15,NA,NA,NA,NA,NA,NA,NA,380,NA,87.0,NA,434,434
A10168,Create Fine,complete,558,2007-03-09,360,158,NIL,NA,NA,NA,NA,NA,0,0.0,A,435,435
A10168,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,436,436
A10168,Insert Fine Notification,complete,NA,2007-07-25,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,437,437
A10168,Add penalty,complete,NA,2007-09-23,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,438
A10168,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,439
A1017,Create Fine,complete,550,2006-09-11,210,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,440,440
A1017,Send Fine,complete,NA,2006-12-29,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,441,441
A1017,Insert Fine Notification,complete,NA,2007-01-09,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,442,442
A1017,Add penalty,complete,NA,2007-03-10,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,443
A1017,Payment,complete,NA,2007-04-05,NA,NA,NA,NA,NA,NA,NA,320,NA,32.0,NA,444,444
A1017,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,445
A10171,Create Fine,complete,558,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,446,446
A10171,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,447,447
A10171,Insert Fine Notification,complete,NA,2007-08-02,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,448,448
A10171,Add penalty,complete,NA,2007-10-01,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449
A10171,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,450
A10174,Create Fine,complete,558,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,451,451
A10174,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,452,452
A10175,Create Fine,complete,558,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,453,453
A10175,Payment,complete,NA,2007-03-12,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,454,454
A10177,Create Fine,complete,558,2007-03-10,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,455,455
A10177,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,456,456
A10178,Create Fine,complete,558,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,457,457
A10178,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,458,458
A10180,Create Fine,complete,558,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,459,459
A10180,Send Fine,complete,NA,2007-07-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,460,460
A10180,Insert Fine Notification,complete,NA,2007-07-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,461,461
A10180,Add penalty,complete,NA,2007-09-28,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,462
A10180,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,463
A10181,Create Fine,complete,558,2007-03-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,464,464
A10181,Payment,complete,NA,2007-03-14,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,465,465
